"type","price","freshness","image","respID","qID","altID","obsID"
"Pink Lady",2.5,"Average","pinkLady.jpg",402,1,3,1204
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",402,2,1,1205
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",402,2,2,1205
"Honeycrisp",2,"Average","honeycrisp.jpg",402,2,3,1205
"Gala",4,"Average","gala.jpg",402,3,1,1206
"Fuji",3.5,"Average","fuji.jpg",402,3,2,1206
"Red Delicious",2,"Average","redDelicious.jpg",402,3,3,1206
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",403,1,1,1207
"Honeycrisp",3.5,"Average","honeycrisp.jpg",403,1,2,1207
"Pink Lady",3.5,"Poor","pinkLady.jpg",403,1,3,1207
"Pink Lady",3.5,"Average","pinkLady.jpg",403,2,1,1208
"Pink Lady",1,"Excellent","pinkLady.jpg",403,2,2,1208
"Fuji",1.5,"Poor","fuji.jpg",403,2,3,1208
"Honeycrisp",2,"Average","honeycrisp.jpg",403,3,1,1209
"Honeycrisp",3,"Excellent","honeycrisp.jpg",403,3,2,1209
"Red Delicious",1,"Poor","redDelicious.jpg",403,3,3,1209
"Fuji",2,"Average","fuji.jpg",404,1,1,1210
"Red Delicious",1.5,"Poor","redDelicious.jpg",404,1,2,1210
"Fuji",3,"Poor","fuji.jpg",404,1,3,1210
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",404,2,1,1211
"Pink Lady",2.5,"Average","pinkLady.jpg",404,2,2,1211
"Gala",4,"Excellent","gala.jpg",404,2,3,1211
"Honeycrisp",2.5,"Average","honeycrisp.jpg",404,3,1,1212
"Fuji",1,"Poor","fuji.jpg",404,3,2,1212
"Red Delicious",2.5,"Excellent","redDelicious.jpg",404,3,3,1212
"Honeycrisp",1,"Excellent","honeycrisp.jpg",405,1,1,1213
"Pink Lady",2.5,"Poor","pinkLady.jpg",405,1,2,1213
"Honeycrisp",2,"Average","honeycrisp.jpg",405,1,3,1213
"Pink Lady",3.5,"Excellent","pinkLady.jpg",405,2,1,1214
"Honeycrisp",3.5,"Average","honeycrisp.jpg",405,2,2,1214
"Red Delicious",4,"Excellent","redDelicious.jpg",405,2,3,1214
"Fuji",1.5,"Poor","fuji.jpg",405,3,1,1215
"Red Delicious",1.5,"Excellent","redDelicious.jpg",405,3,2,1215
"Gala",4,"Poor","gala.jpg",405,3,3,1215
"Fuji",1.5,"Average","fuji.jpg",406,1,1,1216
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",406,1,2,1216
"Honeycrisp",4,"Poor","honeycrisp.jpg",406,1,3,1216
"Gala",3.5,"Average","gala.jpg",406,2,1,1217
"Fuji",1,"Excellent","fuji.jpg",406,2,2,1217
"Pink Lady",2.5,"Average","pinkLady.jpg",406,2,3,1217
"Red Delicious",1.5,"Poor","redDelicious.jpg",406,3,1,1218
"Fuji",1.5,"Poor","fuji.jpg",406,3,2,1218
"Fuji",4,"Excellent","fuji.jpg",406,3,3,1218
"Fuji",3.5,"Average","fuji.jpg",407,1,1,1219
"Fuji",1,"Average","fuji.jpg",407,1,2,1219
"Red Delicious",3,"Poor","redDelicious.jpg",407,1,3,1219
"Fuji",3.5,"Average","fuji.jpg",407,2,1,1220
"Red Delicious",1.5,"Average","redDelicious.jpg",407,2,2,1220
"Pink Lady",2.5,"Excellent","pinkLady.jpg",407,2,3,1220
"Fuji",1,"Average","fuji.jpg",407,3,1,1221
"Pink Lady",1.5,"Average","pinkLady.jpg",407,3,2,1221
"Fuji",3,"Average","fuji.jpg",407,3,3,1221
"Gala",1,"Poor","gala.jpg",408,1,1,1222
"Fuji",3.5,"Average","fuji.jpg",408,1,2,1222
"Red Delicious",2,"Excellent","redDelicious.jpg",408,1,3,1222
"Honeycrisp",2,"Average","honeycrisp.jpg",408,2,1,1223
"Honeycrisp",1.5,"Average","honeycrisp.jpg",408,2,2,1223
"Red Delicious",3.5,"Excellent","redDelicious.jpg",408,2,3,1223
"Fuji",4,"Excellent","fuji.jpg",408,3,1,1224
"Red Delicious",1,"Average","redDelicious.jpg",408,3,2,1224
"Pink Lady",4,"Poor","pinkLady.jpg",408,3,3,1224
"Honeycrisp",4,"Excellent","honeycrisp.jpg",409,1,1,1225
"Red Delicious",2,"Average","redDelicious.jpg",409,1,2,1225
"Pink Lady",2.5,"Excellent","pinkLady.jpg",409,1,3,1225
"Red Delicious",3,"Excellent","redDelicious.jpg",409,2,1,1226
"Gala",2.5,"Poor","gala.jpg",409,2,2,1226
"Pink Lady",1.5,"Poor","pinkLady.jpg",409,2,3,1226
"Red Delicious",3.5,"Excellent","redDelicious.jpg",409,3,1,1227
"Honeycrisp",4,"Average","honeycrisp.jpg",409,3,2,1227
"Gala",2.5,"Poor","gala.jpg",409,3,3,1227
"Red Delicious",3,"Excellent","redDelicious.jpg",410,1,1,1228
"Pink Lady",3,"Excellent","pinkLady.jpg",410,1,2,1228
"Fuji",2.5,"Excellent","fuji.jpg",410,1,3,1228
"Red Delicious",3.5,"Poor","redDelicious.jpg",410,2,1,1229
"Pink Lady",2.5,"Average","pinkLady.jpg",410,2,2,1229
"Red Delicious",1,"Excellent","redDelicious.jpg",410,2,3,1229
"Pink Lady",2,"Excellent","pinkLady.jpg",410,3,1,1230
"Fuji",2.5,"Excellent","fuji.jpg",410,3,2,1230
"Honeycrisp",2,"Average","honeycrisp.jpg",410,3,3,1230
"Red Delicious",1,"Excellent","redDelicious.jpg",411,1,1,1231
"Pink Lady",1,"Excellent","pinkLady.jpg",411,1,2,1231
"Red Delicious",2,"Average","redDelicious.jpg",411,1,3,1231
"Red Delicious",3,"Poor","redDelicious.jpg",411,2,1,1232
"Honeycrisp",1,"Poor","honeycrisp.jpg",411,2,2,1232
"Red Delicious",1.5,"Excellent","redDelicious.jpg",411,2,3,1232
"Red Delicious",1.5,"Average","redDelicious.jpg",411,3,1,1233
"Fuji",1,"Average","fuji.jpg",411,3,2,1233
"Gala",3.5,"Excellent","gala.jpg",411,3,3,1233
"Fuji",4,"Poor","fuji.jpg",412,1,1,1234
"Pink Lady",3.5,"Average","pinkLady.jpg",412,1,2,1234
"Red Delicious",2.5,"Excellent","redDelicious.jpg",412,1,3,1234
"Red Delicious",2.5,"Average","redDelicious.jpg",412,2,1,1235
"Red Delicious",4,"Poor","redDelicious.jpg",412,2,2,1235
"Gala",1,"Poor","gala.jpg",412,2,3,1235
"Red Delicious",2,"Poor","redDelicious.jpg",412,3,1,1236
"Honeycrisp",1,"Poor","honeycrisp.jpg",412,3,2,1236
"Fuji",1.5,"Excellent","fuji.jpg",412,3,3,1236
"Red Delicious",2,"Average","redDelicious.jpg",413,1,1,1237
"Gala",1,"Poor","gala.jpg",413,1,2,1237
"Gala",3.5,"Excellent","gala.jpg",413,1,3,1237
"Honeycrisp",1,"Poor","honeycrisp.jpg",413,2,1,1238
"Red Delicious",3,"Average","redDelicious.jpg",413,2,2,1238
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",413,2,3,1238
"Red Delicious",1,"Excellent","redDelicious.jpg",413,3,1,1239
"Gala",2.5,"Poor","gala.jpg",413,3,2,1239
"Honeycrisp",1,"Excellent","honeycrisp.jpg",413,3,3,1239
"Red Delicious",3,"Poor","redDelicious.jpg",414,1,1,1240
"Gala",2,"Average","gala.jpg",414,1,2,1240
"Pink Lady",1,"Poor","pinkLady.jpg",414,1,3,1240
"Red Delicious",3,"Average","redDelicious.jpg",414,2,1,1241
"Fuji",2.5,"Average","fuji.jpg",414,2,2,1241
"Red Delicious",2,"Poor","redDelicious.jpg",414,2,3,1241
"Fuji",1.5,"Poor","fuji.jpg",414,3,1,1242
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",414,3,2,1242
"Gala",1,"Poor","gala.jpg",414,3,3,1242
"Fuji",1,"Excellent","fuji.jpg",415,1,1,1243
"Honeycrisp",1,"Excellent","honeycrisp.jpg",415,1,2,1243
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",415,1,3,1243
"Fuji",3.5,"Poor","fuji.jpg",415,2,1,1244
"Red Delicious",1.5,"Poor","redDelicious.jpg",415,2,2,1244
"Red Delicious",3.5,"Excellent","redDelicious.jpg",415,2,3,1244
"Fuji",1.5,"Average","fuji.jpg",415,3,1,1245
"Red Delicious",3,"Average","redDelicious.jpg",415,3,2,1245
"Fuji",2,"Average","fuji.jpg",415,3,3,1245
"Pink Lady",3,"Average","pinkLady.jpg",416,1,1,1246
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",416,1,2,1246
"Red Delicious",1.5,"Excellent","redDelicious.jpg",416,1,3,1246
"Pink Lady",3.5,"Average","pinkLady.jpg",416,2,1,1247
"Gala",2,"Average","gala.jpg",416,2,2,1247
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",416,2,3,1247
"Honeycrisp",1,"Excellent","honeycrisp.jpg",416,3,1,1248
"Red Delicious",1,"Average","redDelicious.jpg",416,3,2,1248
"Fuji",2.5,"Poor","fuji.jpg",416,3,3,1248
"Gala",2,"Excellent","gala.jpg",417,1,1,1249
"Fuji",3.5,"Average","fuji.jpg",417,1,2,1249
"Pink Lady",1.5,"Average","pinkLady.jpg",417,1,3,1249
"Red Delicious",3,"Excellent","redDelicious.jpg",417,2,1,1250
"Pink Lady",1,"Excellent","pinkLady.jpg",417,2,2,1250
"Red Delicious",3,"Poor","redDelicious.jpg",417,2,3,1250
"Pink Lady",2,"Excellent","pinkLady.jpg",417,3,1,1251
"Pink Lady",4,"Excellent","pinkLady.jpg",417,3,2,1251
"Fuji",1,"Excellent","fuji.jpg",417,3,3,1251
"Gala",3,"Poor","gala.jpg",418,1,1,1252
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",418,1,2,1252
"Pink Lady",1.5,"Excellent","pinkLady.jpg",418,1,3,1252
"Red Delicious",2.5,"Poor","redDelicious.jpg",418,2,1,1253
"Gala",3.5,"Average","gala.jpg",418,2,2,1253
"Pink Lady",1.5,"Poor","pinkLady.jpg",418,2,3,1253
"Red Delicious",2.5,"Average","redDelicious.jpg",418,3,1,1254
"Honeycrisp",2.5,"Average","honeycrisp.jpg",418,3,2,1254
"Gala",3.5,"Average","gala.jpg",418,3,3,1254
"Fuji",2,"Excellent","fuji.jpg",419,1,1,1255
"Pink Lady",1.5,"Poor","pinkLady.jpg",419,1,2,1255
"Pink Lady",1,"Excellent","pinkLady.jpg",419,1,3,1255
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",419,2,1,1256
"Gala",4,"Average","gala.jpg",419,2,2,1256
"Red Delicious",2.5,"Poor","redDelicious.jpg",419,2,3,1256
"Fuji",3,"Average","fuji.jpg",419,3,1,1257
"Honeycrisp",2,"Excellent","honeycrisp.jpg",419,3,2,1257
"Pink Lady",3.5,"Average","pinkLady.jpg",419,3,3,1257
"Gala",1.5,"Poor","gala.jpg",420,1,1,1258
"Red Delicious",4,"Excellent","redDelicious.jpg",420,1,2,1258
"Red Delicious",1,"Poor","redDelicious.jpg",420,1,3,1258
"Pink Lady",2,"Poor","pinkLady.jpg",420,2,1,1259
"Pink Lady",1,"Excellent","pinkLady.jpg",420,2,2,1259
"Red Delicious",3,"Average","redDelicious.jpg",420,2,3,1259
"Fuji",2.5,"Poor","fuji.jpg",420,3,1,1260
"Gala",4,"Poor","gala.jpg",420,3,2,1260
"Honeycrisp",4,"Excellent","honeycrisp.jpg",420,3,3,1260
"Red Delicious",3,"Poor","redDelicious.jpg",421,1,1,1261
"Honeycrisp",2,"Poor","honeycrisp.jpg",421,1,2,1261
"Gala",2.5,"Average","gala.jpg",421,1,3,1261
"Gala",2,"Average","gala.jpg",421,2,1,1262
"Fuji",2,"Poor","fuji.jpg",421,2,2,1262
"Gala",3.5,"Average","gala.jpg",421,2,3,1262
"Gala",2.5,"Average","gala.jpg",421,3,1,1263
"Pink Lady",3.5,"Excellent","pinkLady.jpg",421,3,2,1263
"Red Delicious",2,"Poor","redDelicious.jpg",421,3,3,1263
"Pink Lady",3,"Poor","pinkLady.jpg",422,1,1,1264
"Gala",3.5,"Average","gala.jpg",422,1,2,1264
"Red Delicious",3.5,"Excellent","redDelicious.jpg",422,1,3,1264
"Pink Lady",2,"Excellent","pinkLady.jpg",422,2,1,1265
"Fuji",1,"Average","fuji.jpg",422,2,2,1265
"Pink Lady",2.5,"Excellent","pinkLady.jpg",422,2,3,1265
"Red Delicious",1.5,"Average","redDelicious.jpg",422,3,1,1266
"Red Delicious",2,"Average","redDelicious.jpg",422,3,2,1266
"Pink Lady",1,"Average","pinkLady.jpg",422,3,3,1266
"Honeycrisp",3,"Excellent","honeycrisp.jpg",423,1,1,1267
"Pink Lady",2,"Average","pinkLady.jpg",423,1,2,1267
"Fuji",3,"Excellent","fuji.jpg",423,1,3,1267
"Gala",3,"Average","gala.jpg",423,2,1,1268
"Red Delicious",2.5,"Average","redDelicious.jpg",423,2,2,1268
"Pink Lady",1.5,"Excellent","pinkLady.jpg",423,2,3,1268
"Gala",1.5,"Poor","gala.jpg",423,3,1,1269
"Gala",2.5,"Poor","gala.jpg",423,3,2,1269
"Pink Lady",1.5,"Average","pinkLady.jpg",423,3,3,1269
"Honeycrisp",2,"Excellent","honeycrisp.jpg",424,1,1,1270
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",424,1,2,1270
"Fuji",1.5,"Average","fuji.jpg",424,1,3,1270
"Fuji",1,"Excellent","fuji.jpg",424,2,1,1271
"Fuji",1.5,"Average","fuji.jpg",424,2,2,1271
"Fuji",4,"Poor","fuji.jpg",424,2,3,1271
"Fuji",3.5,"Poor","fuji.jpg",424,3,1,1272
"Pink Lady",1,"Average","pinkLady.jpg",424,3,2,1272
"Gala",4,"Poor","gala.jpg",424,3,3,1272
"Pink Lady",2.5,"Average","pinkLady.jpg",425,1,1,1273
"Gala",4,"Average","gala.jpg",425,1,2,1273
"Pink Lady",2,"Average","pinkLady.jpg",425,1,3,1273
"Fuji",3,"Excellent","fuji.jpg",425,2,1,1274
"Pink Lady",4,"Average","pinkLady.jpg",425,2,2,1274
"Pink Lady",2.5,"Poor","pinkLady.jpg",425,2,3,1274
"Honeycrisp",4,"Excellent","honeycrisp.jpg",425,3,1,1275
"Gala",2,"Average","gala.jpg",425,3,2,1275
"Pink Lady",3.5,"Excellent","pinkLady.jpg",425,3,3,1275
"Red Delicious",1.5,"Excellent","redDelicious.jpg",426,1,1,1276
"Red Delicious",1,"Poor","redDelicious.jpg",426,1,2,1276
"Gala",4,"Poor","gala.jpg",426,1,3,1276
"Honeycrisp",1,"Poor","honeycrisp.jpg",426,2,1,1277
"Gala",3.5,"Excellent","gala.jpg",426,2,2,1277
"Red Delicious",3.5,"Excellent","redDelicious.jpg",426,2,3,1277
"Honeycrisp",3,"Poor","honeycrisp.jpg",426,3,1,1278
"Fuji",2,"Excellent","fuji.jpg",426,3,2,1278
"Gala",4,"Average","gala.jpg",426,3,3,1278
"Honeycrisp",1,"Excellent","honeycrisp.jpg",427,1,1,1279
"Gala",4,"Average","gala.jpg",427,1,2,1279
"Red Delicious",4,"Average","redDelicious.jpg",427,1,3,1279
"Honeycrisp",2,"Average","honeycrisp.jpg",427,2,1,1280
"Fuji",1,"Poor","fuji.jpg",427,2,2,1280
"Gala",3,"Poor","gala.jpg",427,2,3,1280
"Red Delicious",3,"Excellent","redDelicious.jpg",427,3,1,1281
"Red Delicious",1,"Average","redDelicious.jpg",427,3,2,1281
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",427,3,3,1281
"Honeycrisp",1,"Excellent","honeycrisp.jpg",428,1,1,1282
"Fuji",4,"Poor","fuji.jpg",428,1,2,1282
"Pink Lady",3,"Excellent","pinkLady.jpg",428,1,3,1282
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",428,2,1,1283
"Pink Lady",3,"Poor","pinkLady.jpg",428,2,2,1283
"Fuji",3.5,"Excellent","fuji.jpg",428,2,3,1283
"Gala",3,"Average","gala.jpg",428,3,1,1284
"Fuji",2,"Average","fuji.jpg",428,3,2,1284
"Fuji",3.5,"Poor","fuji.jpg",428,3,3,1284
"Fuji",2.5,"Average","fuji.jpg",429,1,1,1285
"Fuji",4,"Average","fuji.jpg",429,1,2,1285
"Fuji",3.5,"Excellent","fuji.jpg",429,1,3,1285
"Pink Lady",1.5,"Poor","pinkLady.jpg",429,2,1,1286
"Gala",3,"Average","gala.jpg",429,2,2,1286
"Red Delicious",3,"Excellent","redDelicious.jpg",429,2,3,1286
"Honeycrisp",2,"Average","honeycrisp.jpg",429,3,1,1287
"Red Delicious",4,"Average","redDelicious.jpg",429,3,2,1287
"Gala",3,"Poor","gala.jpg",429,3,3,1287
"Red Delicious",1.5,"Average","redDelicious.jpg",430,1,1,1288
"Red Delicious",3.5,"Excellent","redDelicious.jpg",430,1,2,1288
"Gala",2.5,"Excellent","gala.jpg",430,1,3,1288
"Gala",4,"Average","gala.jpg",430,2,1,1289
"Gala",2.5,"Excellent","gala.jpg",430,2,2,1289
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",430,2,3,1289
"Fuji",3.5,"Excellent","fuji.jpg",430,3,1,1290
"Gala",2,"Excellent","gala.jpg",430,3,2,1290
"Fuji",1,"Average","fuji.jpg",430,3,3,1290
"Pink Lady",1.5,"Excellent","pinkLady.jpg",431,1,1,1291
"Fuji",3,"Poor","fuji.jpg",431,1,2,1291
"Gala",1.5,"Poor","gala.jpg",431,1,3,1291
"Honeycrisp",4,"Average","honeycrisp.jpg",431,2,1,1292
"Honeycrisp",2.5,"Average","honeycrisp.jpg",431,2,2,1292
"Red Delicious",2,"Excellent","redDelicious.jpg",431,2,3,1292
"Red Delicious",2,"Excellent","redDelicious.jpg",431,3,1,1293
"Pink Lady",4,"Poor","pinkLady.jpg",431,3,2,1293
"Red Delicious",4,"Average","redDelicious.jpg",431,3,3,1293
"Gala",3,"Average","gala.jpg",432,1,1,1294
"Honeycrisp",2,"Average","honeycrisp.jpg",432,1,2,1294
"Gala",4,"Poor","gala.jpg",432,1,3,1294
"Fuji",3,"Excellent","fuji.jpg",432,2,1,1295
"Fuji",1.5,"Excellent","fuji.jpg",432,2,2,1295
"Pink Lady",1,"Average","pinkLady.jpg",432,2,3,1295
"Pink Lady",4,"Excellent","pinkLady.jpg",432,3,1,1296
"Red Delicious",4,"Poor","redDelicious.jpg",432,3,2,1296
"Fuji",4,"Excellent","fuji.jpg",432,3,3,1296
"Pink Lady",2.5,"Average","pinkLady.jpg",433,1,1,1297
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",433,1,2,1297
"Fuji",1.5,"Poor","fuji.jpg",433,1,3,1297
"Pink Lady",4,"Poor","pinkLady.jpg",433,2,1,1298
"Pink Lady",1.5,"Poor","pinkLady.jpg",433,2,2,1298
"Red Delicious",2.5,"Excellent","redDelicious.jpg",433,2,3,1298
"Gala",2.5,"Average","gala.jpg",433,3,1,1299
"Fuji",1.5,"Poor","fuji.jpg",433,3,2,1299
"Gala",1.5,"Poor","gala.jpg",433,3,3,1299
"Red Delicious",3,"Poor","redDelicious.jpg",434,1,1,1300
"Fuji",1.5,"Excellent","fuji.jpg",434,1,2,1300
"Red Delicious",1,"Average","redDelicious.jpg",434,1,3,1300
"Gala",2,"Average","gala.jpg",434,2,1,1301
"Pink Lady",2.5,"Excellent","pinkLady.jpg",434,2,2,1301
"Honeycrisp",4,"Poor","honeycrisp.jpg",434,2,3,1301
"Red Delicious",2,"Excellent","redDelicious.jpg",434,3,1,1302
"Fuji",1,"Poor","fuji.jpg",434,3,2,1302
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",434,3,3,1302
"Red Delicious",2.5,"Average","redDelicious.jpg",435,1,1,1303
"Gala",1,"Average","gala.jpg",435,1,2,1303
"Gala",2.5,"Poor","gala.jpg",435,1,3,1303
"Red Delicious",3,"Average","redDelicious.jpg",435,2,1,1304
"Fuji",3,"Excellent","fuji.jpg",435,2,2,1304
"Honeycrisp",2,"Poor","honeycrisp.jpg",435,2,3,1304
"Gala",3.5,"Average","gala.jpg",435,3,1,1305
"Honeycrisp",3.5,"Average","honeycrisp.jpg",435,3,2,1305
"Pink Lady",1,"Excellent","pinkLady.jpg",435,3,3,1305
"Fuji",4,"Poor","fuji.jpg",436,1,1,1306
"Fuji",4,"Average","fuji.jpg",436,1,2,1306
"Fuji",4,"Average","fuji.jpg",436,1,3,1306
"Red Delicious",3,"Average","redDelicious.jpg",436,2,1,1307
"Honeycrisp",3,"Poor","honeycrisp.jpg",436,2,2,1307
"Honeycrisp",1,"Excellent","honeycrisp.jpg",436,2,3,1307
"Red Delicious",3.5,"Average","redDelicious.jpg",436,3,1,1308
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",436,3,2,1308
"Pink Lady",3,"Poor","pinkLady.jpg",436,3,3,1308
"Fuji",4,"Poor","fuji.jpg",437,1,1,1309
"Fuji",2.5,"Average","fuji.jpg",437,1,2,1309
"Pink Lady",1.5,"Poor","pinkLady.jpg",437,1,3,1309
"Honeycrisp",1,"Excellent","honeycrisp.jpg",437,2,1,1310
"Pink Lady",2,"Poor","pinkLady.jpg",437,2,2,1310
"Gala",4,"Poor","gala.jpg",437,2,3,1310
"Red Delicious",1,"Excellent","redDelicious.jpg",437,3,1,1311
"Red Delicious",4,"Excellent","redDelicious.jpg",437,3,2,1311
"Honeycrisp",4,"Poor","honeycrisp.jpg",437,3,3,1311
"Gala",4,"Excellent","gala.jpg",438,1,1,1312
"Red Delicious",3,"Poor","redDelicious.jpg",438,1,2,1312
"Fuji",2,"Excellent","fuji.jpg",438,1,3,1312
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",438,2,1,1313
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",438,2,2,1313
"Red Delicious",2.5,"Poor","redDelicious.jpg",438,2,3,1313
"Gala",2,"Excellent","gala.jpg",438,3,1,1314
"Gala",2.5,"Poor","gala.jpg",438,3,2,1314
"Fuji",2,"Poor","fuji.jpg",438,3,3,1314
"Gala",2.5,"Average","gala.jpg",439,1,1,1315
"Red Delicious",4,"Average","redDelicious.jpg",439,1,2,1315
"Pink Lady",4,"Poor","pinkLady.jpg",439,1,3,1315
"Gala",4,"Poor","gala.jpg",439,2,1,1316
"Red Delicious",2,"Excellent","redDelicious.jpg",439,2,2,1316
"Red Delicious",2,"Excellent","redDelicious.jpg",439,2,3,1316
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",439,3,1,1317
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",439,3,2,1317
"Fuji",1.5,"Poor","fuji.jpg",439,3,3,1317
"Fuji",1.5,"Excellent","fuji.jpg",440,1,1,1318
"Pink Lady",2,"Average","pinkLady.jpg",440,1,2,1318
"Gala",2.5,"Excellent","gala.jpg",440,1,3,1318
"Gala",4,"Excellent","gala.jpg",440,2,1,1319
"Pink Lady",4,"Poor","pinkLady.jpg",440,2,2,1319
"Fuji",3.5,"Excellent","fuji.jpg",440,2,3,1319
"Gala",1.5,"Excellent","gala.jpg",440,3,1,1320
"Fuji",1,"Excellent","fuji.jpg",440,3,2,1320
"Pink Lady",2.5,"Poor","pinkLady.jpg",440,3,3,1320
"Red Delicious",2.5,"Average","redDelicious.jpg",441,1,1,1321
"Honeycrisp",3,"Excellent","honeycrisp.jpg",441,1,2,1321
"Pink Lady",2,"Poor","pinkLady.jpg",441,1,3,1321
"Fuji",1,"Excellent","fuji.jpg",441,2,1,1322
"Pink Lady",1.5,"Average","pinkLady.jpg",441,2,2,1322
"Gala",1.5,"Poor","gala.jpg",441,2,3,1322
"Red Delicious",2.5,"Excellent","redDelicious.jpg",441,3,1,1323
"Gala",2,"Average","gala.jpg",441,3,2,1323
"Pink Lady",3,"Excellent","pinkLady.jpg",441,3,3,1323
"Gala",2.5,"Excellent","gala.jpg",442,1,1,1324
"Gala",2,"Excellent","gala.jpg",442,1,2,1324
"Pink Lady",1.5,"Excellent","pinkLady.jpg",442,1,3,1324
"Gala",1,"Average","gala.jpg",442,2,1,1325
"Gala",3.5,"Average","gala.jpg",442,2,2,1325
"Pink Lady",4,"Excellent","pinkLady.jpg",442,2,3,1325
"Pink Lady",2.5,"Average","pinkLady.jpg",442,3,1,1326
"Gala",3,"Average","gala.jpg",442,3,2,1326
"Red Delicious",2,"Poor","redDelicious.jpg",442,3,3,1326
"Gala",4,"Average","gala.jpg",443,1,1,1327
"Pink Lady",2.5,"Average","pinkLady.jpg",443,1,2,1327
"Honeycrisp",3.5,"Average","honeycrisp.jpg",443,1,3,1327
"Gala",2,"Excellent","gala.jpg",443,2,1,1328
"Red Delicious",3,"Excellent","redDelicious.jpg",443,2,2,1328
"Red Delicious",2,"Average","redDelicious.jpg",443,2,3,1328
"Pink Lady",3,"Excellent","pinkLady.jpg",443,3,1,1329
"Fuji",3.5,"Excellent","fuji.jpg",443,3,2,1329
"Pink Lady",2.5,"Average","pinkLady.jpg",443,3,3,1329
"Red Delicious",2,"Average","redDelicious.jpg",444,1,1,1330
"Pink Lady",1.5,"Excellent","pinkLady.jpg",444,1,2,1330
"Fuji",2,"Average","fuji.jpg",444,1,3,1330
"Gala",3.5,"Average","gala.jpg",444,2,1,1331
"Gala",2.5,"Average","gala.jpg",444,2,2,1331
"Pink Lady",3.5,"Average","pinkLady.jpg",444,2,3,1331
"Gala",1.5,"Poor","gala.jpg",444,3,1,1332
"Red Delicious",1,"Average","redDelicious.jpg",444,3,2,1332
"Fuji",1,"Poor","fuji.jpg",444,3,3,1332
"Gala",3.5,"Average","gala.jpg",445,1,1,1333
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",445,1,2,1333
"Red Delicious",1,"Excellent","redDelicious.jpg",445,1,3,1333
"Red Delicious",3.5,"Average","redDelicious.jpg",445,2,1,1334
"Fuji",1,"Average","fuji.jpg",445,2,2,1334
"Honeycrisp",4,"Poor","honeycrisp.jpg",445,2,3,1334
"Honeycrisp",2,"Poor","honeycrisp.jpg",445,3,1,1335
"Fuji",2.5,"Excellent","fuji.jpg",445,3,2,1335
"Gala",2,"Poor","gala.jpg",445,3,3,1335
"Pink Lady",2.5,"Poor","pinkLady.jpg",446,1,1,1336
"Gala",4,"Excellent","gala.jpg",446,1,2,1336
"Fuji",1,"Excellent","fuji.jpg",446,1,3,1336
"Honeycrisp",3.5,"Average","honeycrisp.jpg",446,2,1,1337
"Pink Lady",1.5,"Average","pinkLady.jpg",446,2,2,1337
"Red Delicious",4,"Poor","redDelicious.jpg",446,2,3,1337
"Gala",1.5,"Excellent","gala.jpg",446,3,1,1338
"Red Delicious",3,"Poor","redDelicious.jpg",446,3,2,1338
"Honeycrisp",1.5,"Average","honeycrisp.jpg",446,3,3,1338
"Honeycrisp",2,"Poor","honeycrisp.jpg",447,1,1,1339
"Fuji",3,"Excellent","fuji.jpg",447,1,2,1339
"Gala",3.5,"Average","gala.jpg",447,1,3,1339
"Gala",3.5,"Excellent","gala.jpg",447,2,1,1340
"Red Delicious",2.5,"Excellent","redDelicious.jpg",447,2,2,1340
"Honeycrisp",1.5,"Average","honeycrisp.jpg",447,2,3,1340
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",447,3,1,1341
"Red Delicious",3.5,"Average","redDelicious.jpg",447,3,2,1341
"Red Delicious",2.5,"Poor","redDelicious.jpg",447,3,3,1341
"Pink Lady",3,"Poor","pinkLady.jpg",448,1,1,1342
"Gala",3,"Excellent","gala.jpg",448,1,2,1342
"Fuji",1,"Excellent","fuji.jpg",448,1,3,1342
"Fuji",1.5,"Poor","fuji.jpg",448,2,1,1343
"Red Delicious",4,"Poor","redDelicious.jpg",448,2,2,1343
"Pink Lady",1.5,"Average","pinkLady.jpg",448,2,3,1343
"Pink Lady",2.5,"Excellent","pinkLady.jpg",448,3,1,1344
